id_hogar,id_persona,presencia_carencia_salud_persona,presencia_rezago_educativo_persona,presencia_carencia_seguridad_social_persona
3063523,30635231,yes,no,yes
3063523,30635232,yes,no,yes
3063523,30635233,yes,no,yes
3063523,30635234,yes,yes,yes
3063524,30635241,no,yes,no
3063525,30635251,no,no,no
3063525,30635252,no,no,yes
3063525,30635253,no,yes,yes
3063525,30635254,no,no,yes
3063525,30635255,no,no,yes
3063526,30635261,no,no,no
3063526,30635262,no,yes,no
3063527,30635271,no,no,no
3063527,30635272,no,no,yes
3063531,30635311,no,no,no
3063531,30635312,no,yes,yes
3063531,30635313,no,no,yes
3063532,30635321,no,no,no
3063532,30635322,no,yes,no
3063533,30635331,no,no,no
3063533,30635332,no,no,yes
3063533,30635333,no,no,yes
3063534,30635341,yes,no,yes
3063534,30635342,yes,yes,yes
3063535,30635351,no,no,no
3063535,30635352,no,no,no
3063535,30635353,no,no,no
3063535,30635354,no,no,yes
3063536,30635361,no,yes,no
3063536,30635362,yes,yes,yes
3063536,30635363,yes,no,yes
3063536,30635364,yes,no,yes
3063536,30635365,yes,no,yes
3063537,30635371,yes,no,yes
3063537,30635372,no,no,no
3063537,30635373,no,yes,no
3063538,30635381,no,no,no
3063538,30635382,no,no,no
3063539,30635391,yes,yes,yes
3063539,30635392,yes,no,yes
3063539,30635393,yes,no,yes
3063540,30635401,no,yes,no
3063540,30635402,yes,no,yes
3063541,30635411,no,no,no
3063541,30635412,yes,yes,yes
3063542,30635421,no,no,no
3063542,30635422,yes,no,yes
3063542,30635423,no,yes,yes
3063542,30635424,no,no,no
3063543,30635431,yes,no,yes
3063543,30635432,no,no,yes
3063543,30635433,,,yes
3063543,30635434,no,no,yes
3063544,30635441,yes,no,yes
3063544,30635442,no,no,no
3063544,30635443,no,no,no
3063544,30635444,yes,yes,yes
3063544,30635445,no,no,yes
3063544,30635446,no,no,yes
3063545,30635451,no,yes,no
3063545,30635452,no,no,yes
3063546,30635461,yes,no,yes
3063546,30635462,yes,no,yes
3063547,30635471,,yes,yes
3063547,30635472,,yes,yes
3063547,30635473,,no,yes
3063548,30635481,,no,no
3063548,30635482,yes,yes,yes
3063549,30635491,yes,yes,yes
3063549,30635492,yes,yes,no
3063549,30635493,yes,yes,yes
3063549,30635494,yes,no,yes
3063550,30635501,yes,yes,yes
3063550,30635502,yes,yes,yes
3063550,30635503,yes,yes,yes
3063550,30635504,yes,yes,yes
3063552,30635521,yes,no,yes
3063552,30635522,yes,no,yes
3063552,30635523,yes,no,yes
3063552,30635524,yes,no,yes
3063552,30635525,yes,no,yes
3063553,30635531,no,yes,no
3063553,30635532,yes,no,yes
3063553,30635533,no,no,no
3063554,30635541,no,no,no
3063554,30635542,no,no,no
3063555,30635551,no,no,yes
3063555,30635552,yes,yes,yes
3063556,30635561,no,no,no
3063557,30635571,yes,no,yes
3063557,30635572,yes,yes,yes
3063557,30635573,yes,no,yes
3063558,30635581,yes,no,yes
3063558,30635582,yes,,yes
3063560,30635601,no,no,no
3063560,30635602,no,,no
3063561,30635611,yes,no,yes
3063561,30635612,no,no,no
3063561,30635613,no,no,no
3063561,30635614,yes,no,yes
3063562,30635621,yes,yes,yes
3063562,30635622,no,no,no
3063562,30635623,yes,yes,yes
3063562,30635624,yes,yes,yes
3063562,30635625,yes,no,yes
3063562,30635626,yes,no,yes
3063563,30635631,no,no,no
3063563,30635632,no,no,yes
3063565,30635651,no,no,no
3063565,30635652,no,no,yes
3063566,30635661,yes,no,yes
3063566,30635662,yes,no,yes
3063567,30635671,yes,no,yes
3063568,30635681,,yes,no
3063568,30635682,,no,no
3063569,30635691,,no,yes
3063569,30635692,,no,yes
3063570,30635701,no,no,yes
3063570,30635702,yes,no,yes
3063570,30635703,no,yes,no
3063570,30635704,yes,no,yes
3063570,30635705,yes,no,yes
3063571,30635711,,yes,yes
3063571,30635712,,no,yes
3063571,30635713,,yes,yes
3063571,30635714,,no,yes
3063571,30635715,,no,yes
3063572,30635721,no,no,no
3063572,30635722,yes,no,yes
3063572,30635723,yes,no,yes
3063572,30635724,no,no,yes
3063573,30635731,no,yes,no
3063573,30635732,,no,yes
3063574,30635741,no,no,yes
3063574,30635742,no,yes,no
3063574,30635743,no,no,no
3063575,30635751,no,no,no
3063575,30635752,no,no,yes
3063575,30635753,no,no,yes
3063577,30635771,,no,yes
3063577,30635772,no,no,yes
3063579,30635791,,no,yes
3063579,30635792,no,no,yes
3063580,30635801,no,yes,no
3063580,30635802,no,no,yes
3063580,30635803,,no,yes
3063582,30635821,no,no,yes
3063582,30635822,no,no,no
3063582,30635823,yes,no,yes
3063582,30635824,yes,no,yes
3063583,30635831,no,yes,no
3063583,30635832,yes,yes,yes
3063583,30635833,yes,yes,yes
3063584,30635841,yes,yes,yes
3063584,30635842,yes,yes,yes
3063584,30635843,yes,no,yes
3063585,30635851,yes,no,yes
3063585,30635852,no,no,no
3063585,30635853,no,no,no
3063585,30635854,no,no,yes
3063585,30635855,no,no,yes
3063585,30635856,no,yes,yes
3063586,30635861,no,no,yes
3063586,30635862,no,no,no
3063588,30635881,no,no,no
3063588,30635882,no,no,yes
3063588,30635883,no,no,yes
3063589,30635891,no,no,yes
3063590,30635901,no,yes,no
3063590,30635902,no,no,yes
3063590,30635903,yes,no,yes
3063590,30635904,yes,no,yes
3063590,30635905,yes,no,yes
3063591,30635911,yes,yes,yes
3063591,30635912,yes,no,yes
3063592,30635921,no,no,no
3063592,30635922,,no,yes
3063592,30635923,yes,no,yes
3063593,30635931,no,no,no
3063593,30635932,no,yes,no
3063594,30635941,no,no,yes
3063594,30635942,no,no,no
3063594,30635943,no,no,yes
3063594,30635944,no,no,yes
3063598,30635981,yes,no,no
3063600,30636001,no,no,no
3063600,30636002,no,yes,no
3063601,30636011,yes,no,yes
3063603,30636031,yes,no,no
3063604,30636041,no,no,no
3063604,30636042,no,no,no
3063604,30636043,no,no,yes
3063604,30636044,no,no,yes
3063604,30636045,no,no,yes
3063605,30636051,no,yes,yes
3063605,30636052,no,no,no
3063605,30636053,,no,yes
3063605,30636054,,no,yes
3063605,30636055,,no,yes
3063609,30636091,yes,no,yes
3063609,30636092,yes,no,yes
3063610,30636101,yes,no,yes
3063612,30636121,no,no,no
3063612,30636122,no,no,yes
3063612,30636123,no,no,yes
3063613,30636131,yes,no,yes
3063613,30636132,yes,yes,yes
3063614,30636141,yes,no,yes
3063614,30636142,yes,no,yes
3063614,30636143,yes,yes,yes
3063615,30636151,yes,yes,yes
3063615,30636152,yes,yes,yes
3063619,30636191,yes,yes,yes
3063619,30636192,yes,no,yes
3063619,30636193,yes,yes,yes
3063619,30636194,yes,no,yes
3063619,30636195,yes,yes,yes
3063620,30636201,yes,no,yes
3063621,30636211,no,no,no
3063622,30636221,yes,no,yes
3063623,30636231,yes,yes,yes
3063623,30636232,yes,yes,yes
3063624,30636241,yes,no,yes
3063624,30636242,yes,no,yes
3063624,30636243,yes,no,yes
3063625,30636251,no,no,no
3063625,30636252,no,no,no
3063625,30636253,no,no,no
3063625,30636254,no,no,yes
3063625,30636255,no,no,yes
3063626,30636261,yes,yes,yes
3063626,30636262,yes,no,yes
3063626,30636263,yes,no,yes
3063627,30636271,yes,no,no
3063627,30636272,yes,no,no
3063628,30636281,yes,no,yes
3063628,30636282,yes,no,yes
3063628,30636283,yes,no,yes
3063630,30636301,yes,no,yes
3063630,30636302,yes,no,yes
3063631,30636311,no,no,yes
3063631,30636312,no,no,no
3063632,30636321,yes,yes,yes
3063632,30636322,yes,yes,yes
3063632,30636323,yes,no,yes
3063634,30636341,no,yes,no
3063634,30636342,yes,yes,yes
3063634,30636343,yes,no,yes
3063634,30636344,yes,yes,yes
3063634,30636345,yes,yes,yes
3063635,30636351,no,no,no
3063635,30636352,no,yes,no
3063635,30636353,no,no,yes
3063636,30636361,yes,no,yes
3063636,30636362,no,yes,no
3063636,30636363,yes,no,yes
3063637,30636371,,yes,yes
3063637,30636372,,yes,no
3063638,30636381,,yes,yes
3063638,30636382,,yes,yes
3063638,30636383,,no,yes
3063638,30636384,,no,yes
3063639,30636391,no,yes,yes
3063639,30636392,no,no,no
3063640,30636401,no,no,no
3063640,30636402,no,no,yes
3063640,30636403,no,no,yes
3063641,30636411,yes,no,yes
3063642,30636421,no,no,no
3063642,30636422,,no,yes
3063645,30636451,no,no,no
3063645,30636452,yes,no,yes
3063645,30636453,no,no,no
3063645,30636454,no,no,yes
3063645,30636455,no,no,yes
3063646,30636461,no,no,no
3063648,30636481,yes,no,yes
3063648,30636482,yes,no,yes
3063648,30636483,yes,no,yes
3063648,30636484,yes,no,yes
3063648,30636485,yes,no,yes
3063649,30636491,yes,no,yes
3063649,30636492,yes,no,yes
3063649,30636493,yes,no,yes
3063649,30636494,yes,no,yes
3063650,30636501,yes,no,yes
3063650,30636502,yes,no,yes
3063650,30636503,no,no,yes
3063650,30636504,no,no,yes
3063650,30636505,,no,yes
3063651,30636511,,yes,yes
3063651,30636512,,no,yes
3063651,30636513,,no,yes
3063651,30636514,no,no,no
3063652,30636521,,no,yes
3063652,30636522,,yes,yes
3063652,30636523,,no,yes
3063652,30636524,,no,yes
3063652,30636525,,no,yes
3063653,30636531,no,yes,no
3063653,30636532,,yes,yes
3063653,30636533,,no,yes
3063654,30636541,,no,yes
3063654,30636542,no,no,no
3063654,30636543,no,no,yes
3063654,30636544,,yes,yes
3063655,30636551,no,no,no
3063655,30636552,no,no,no
3063655,30636553,no,no,yes
3063656,30636561,yes,yes,no
3063657,30636571,yes,yes,yes
3063657,30636572,yes,no,yes
3063658,30636581,yes,yes,yes
3063658,30636582,yes,no,yes
3063658,30636583,,no,yes
3063658,30636584,yes,no,yes
3063658,30636585,yes,no,yes
3063659,30636591,yes,no,yes
3063659,30636592,yes,no,yes
3063660,30636601,no,no,no
3063660,30636602,yes,no,yes
3063660,30636603,yes,yes,yes
3063660,30636604,yes,yes,yes
3063661,30636611,yes,yes,yes
3063661,30636612,yes,yes,yes
3063661,30636613,yes,no,yes
3063661,30636614,yes,no,yes
3063661,30636615,yes,yes,yes
3063662,30636621,yes,no,yes
3063662,30636622,yes,yes,yes
3063663,30636631,no,no,no
3063663,30636632,no,yes,no
3063664,30636641,yes,no,yes
3063664,30636642,yes,no,yes
3063665,30636651,no,,no
3063665,30636652,no,no,yes
3063666,30636661,,no,yes
3063666,30636662,no,yes,no
3063666,30636663,,no,yes
3063667,30636671,yes,no,no
3063668,30636681,yes,no,yes
3063668,30636682,yes,yes,yes
3063668,30636683,yes,no,yes
3063669,30636691,,no,yes
3063669,30636692,yes,no,yes
3063670,30636701,no,no,no
3063670,30636702,no,no,no
3063670,30636703,no,no,no
3063670,30636704,no,no,yes
3063670,30636705,no,no,yes
3063671,30636711,yes,no,yes
3063671,30636712,no,no,no
3063671,30636713,yes,no,yes
3063671,30636714,,no,yes
3063671,30636715,,yes,no
3063671,30636716,yes,no,yes
3063672,30636721,no,no,no
3063672,30636722,no,yes,no
3063672,30636723,yes,yes,yes
3063673,30636731,yes,no,yes
3063673,30636732,,yes,yes
3063673,30636733,yes,yes,yes
3063674,30636741,yes,yes,yes
3063674,30636742,yes,no,yes
3063674,30636743,yes,no,yes
3063675,30636751,no,yes,yes
3063675,30636752,,no,yes
3063675,30636753,,no,yes
3063675,30636754,,no,yes
3063675,30636755,,no,yes
3063675,30636756,,yes,yes
3063676,30636761,no,no,no
3063676,30636762,no,no,yes
3063676,30636763,no,no,yes
3063676,30636764,no,no,yes
3063677,30636771,yes,no,yes
3063677,30636772,yes,yes,yes
3063677,30636773,yes,no,yes
3063677,30636774,yes,no,yes
3063677,30636775,yes,no,yes
3063679,30636791,yes,yes,yes
3063679,30636792,yes,yes,yes
3063679,30636793,yes,yes,yes
3063679,30636794,yes,yes,yes
3063679,30636795,yes,no,yes
3063680,30636801,yes,no,yes
3063680,30636802,yes,no,yes
3063680,30636803,yes,no,yes
3063680,30636804,yes,no,yes
3063680,30636805,yes,no,yes
3063681,30636811,yes,no,yes
3063682,30636821,no,no,yes
3063682,30636822,no,no,no
3063682,30636823,yes,no,yes
3063683,30636831,no,no,yes
3063683,30636832,no,no,no
3063684,30636841,yes,no,yes
3063684,30636842,,no,yes
3063685,30636851,no,no,yes
3063685,30636852,yes,no,no
3063685,30636853,yes,yes,yes
3063686,30636861,yes,no,yes
3063686,30636862,yes,no,yes
3063686,30636863,,no,yes
3063687,30636871,yes,no,yes
3063687,30636872,yes,yes,yes
3063687,30636873,no,no,yes
3063687,30636874,yes,no,yes
3063688,30636881,yes,yes,yes
3063688,30636882,yes,yes,yes
3063689,30636891,no,no,no
3063689,30636892,no,no,yes
3063690,30636901,yes,yes,yes
3063690,30636902,yes,no,yes
3063691,30636911,yes,yes,yes
3063691,30636912,yes,no,yes
3063691,30636913,yes,no,yes
3063692,30636921,no,no,no
3063692,30636922,yes,no,yes
3063695,30636951,no,no,no
3063695,30636952,no,no,no
3063697,30636971,no,no,no
3063697,30636972,no,no,no
3063697,30636973,yes,yes,yes
3063698,30636981,no,yes,no
3063699,30636991,yes,yes,yes
3063699,30636992,yes,no,yes
3063699,30636993,yes,no,yes
3063699,30636994,yes,no,yes
3063699,30636995,yes,no,yes
3063699,30636996,yes,no,yes
3063699,30636997,yes,no,yes
3063700,30637001,no,no,yes
3063700,30637002,yes,yes,yes
3063700,30637003,yes,no,yes
3063701,30637011,no,no,no
3063701,30637012,yes,yes,yes
3063701,30637013,no,no,yes
3063702,30637021,no,no,no
3063702,30637022,no,no,yes
3063702,30637023,no,no,no
3063704,30637041,yes,no,yes
3063704,30637042,yes,no,yes
3063704,30637043,yes,yes,yes
3063704,30637044,yes,no,yes
3063707,30637071,yes,no,yes
3063707,30637072,yes,no,yes
3063708,30637081,no,no,no
3063709,30637091,yes,no,yes
3063710,30637101,yes,yes,yes
3063710,30637102,yes,no,yes
3063710,30637103,yes,no,yes
3063711,30637111,no,no,yes
3063711,30637112,no,no,no
3063711,30637113,no,yes,no
3063712,30637121,no,no,yes
3063712,30637122,no,no,no
3063712,30637123,yes,yes,yes
3063714,30637141,yes,yes,yes
3063714,30637142,yes,yes,yes
3063714,30637143,yes,yes,yes
3063714,30637144,yes,no,yes
3063714,30637145,no,no,no
3063715,30637151,no,no,no
3063715,30637152,no,no,no
3063716,30637161,yes,no,yes
3063716,30637162,yes,no,yes
3063716,30637163,yes,no,yes
3063716,30637164,yes,no,yes
3063716,30637165,yes,no,yes
3063717,30637171,yes,yes,yes
3063717,30637172,yes,no,yes
3063717,30637173,yes,yes,yes
3063717,30637174,yes,yes,yes
3063717,30637175,yes,no,yes
3063717,30637176,yes,yes,yes
3063719,30637191,yes,no,yes
3063719,30637192,yes,no,yes
3063719,30637193,yes,yes,yes
3063719,30637194,yes,no,yes
3063720,30637201,yes,yes,yes
3063720,30637202,yes,no,yes
3063721,30637211,no,no,yes
3063722,30637221,no,no,no
3063722,30637222,no,no,yes
3063722,30637223,no,yes,yes
3063722,30637224,no,no,yes
3063725,30637251,no,no,no
3063726,30637261,yes,yes,yes
3063799,30637991,no,yes,no
3063799,30637992,no,no,no
3063802,30638021,,no,yes
3063803,30638031,no,no,no
3063803,30638032,no,no,yes
3063803,30638033,no,no,yes
3063805,30638051,no,no,no
3063805,30638052,no,no,yes
3063805,30638053,yes,no,yes
3063805,30638054,yes,no,yes
3063808,30638081,,no,yes
3063811,30638111,yes,no,yes
3063811,30638112,yes,no,yes
3063811,30638113,yes,no,yes
3063812,30638121,,no,yes
3063812,30638122,no,yes,yes
3063812,30638123,,yes,yes
3063812,30638124,,no,yes
3063812,30638125,no,yes,no
3063814,30638141,no,no,no
3063814,30638142,yes,no,yes
3063817,30638171,yes,yes,yes
3063817,30638172,yes,no,yes
3063817,30638173,yes,no,yes
3063817,30638174,yes,no,yes
3063921,30639211,yes,no,yes
3063922,30639221,yes,yes,no
3063923,30639231,yes,no,yes
3063923,30639232,yes,no,yes
3063923,30639233,yes,no,yes
3063924,30639241,no,no,yes
3063924,30639242,yes,no,yes
3063925,30639251,yes,no,yes
3063925,30639252,yes,no,yes
3063926,30639261,yes,no,no
3063926,30639262,no,no,yes
3063926,30639263,yes,yes,yes
3063926,30639264,yes,no,yes
3063928,30639281,yes,no,yes
3063928,30639282,yes,no,yes
3063928,30639283,yes,no,yes
3063928,30639284,yes,no,yes
3063929,30639291,yes,no,yes
3063929,30639292,no,no,no
3063930,30639301,yes,yes,yes
3063930,30639302,yes,no,yes
3063930,30639303,yes,no,yes
3063931,30639311,yes,yes,yes
3063931,30639312,yes,no,yes
3063931,30639313,yes,no,yes
3063932,30639321,no,no,no
3063932,30639322,no,no,yes
3063932,30639323,no,no,yes
3063933,30639331,yes,no,yes
3063933,30639332,yes,no,yes
3063933,30639333,no,no,yes
3063933,30639334,no,no,yes
3063934,30639341,yes,no,yes
3063935,30639351,yes,yes,yes
3063935,30639352,no,no,no
3063937,30639371,no,no,no
3063938,30639381,yes,no,yes
3063938,30639382,yes,yes,yes
3063940,30639401,no,no,no
3063940,30639402,no,no,no
3063940,30639403,no,no,yes
3063941,30639411,,yes,no
3063942,30639421,,no,yes
3063942,30639422,,no,yes
3063942,30639423,,no,yes
3063942,30639424,,no,yes
3063944,30639441,,no,yes
3063945,30639451,no,no,no
3063945,30639452,no,no,yes
3063945,30639453,no,no,yes
3063946,30639461,yes,yes,no
3063947,30639471,,yes,yes
3063947,30639472,no,yes,no
3063947,30639473,,no,yes
3063948,30639481,yes,no,yes
3063948,30639482,yes,no,yes
3063948,30639483,yes,no,yes
3063948,30639484,yes,yes,yes
3063948,30639485,yes,no,yes
3063948,30639486,yes,no,yes
3063948,30639487,yes,yes,yes
3063949,30639491,no,yes,no
3063950,30639501,no,yes,yes
3063950,30639502,no,yes,yes
3063950,30639503,no,no,yes
3063950,30639504,no,no,yes
3063950,30639505,no,no,yes
3063951,30639511,no,no,no
3063951,30639512,no,no,no
3063952,30639521,no,no,no
3063952,30639522,no,no,no
3063953,30639531,yes,no,yes
3063953,30639532,yes,yes,yes
3063953,30639533,yes,yes,yes
3063954,30639541,,no,yes
3063954,30639542,,no,yes
3063954,30639543,,no,yes
3063954,30639544,,yes,yes
3063954,30639545,,yes,yes
3063955,30639551,no,yes,no
3063955,30639552,no,no,no
3063956,30639561,no,no,no
3063956,30639562,no,yes,no
3063957,30639571,no,no,no
3063957,30639572,no,yes,yes
3063958,30639581,,no,yes
3063958,30639582,,no,yes
3063958,30639583,,yes,yes
3063958,30639584,,no,yes
3063958,30639585,,no,yes
3063959,30639591,yes,yes,yes
3063959,30639592,yes,yes,yes
3063959,30639593,yes,yes,yes
3063960,30639601,,no,yes
3063960,30639602,,yes,yes
3063961,30639611,yes,no,yes
3063961,30639612,yes,no,yes
3063961,30639613,yes,no,yes
3063961,30639614,yes,no,yes
3063962,30639621,yes,yes,yes
3063962,30639622,yes,no,yes
3063962,30639623,yes,no,yes
3063962,30639624,yes,no,yes
3063963,30639631,yes,no,yes
3063963,30639632,no,no,yes
3063964,30639641,no,no,yes
3063964,30639642,no,no,no
3063965,30639651,no,no,no
3063965,30639652,no,no,yes
3063965,30639653,no,no,yes
3063966,30639661,yes,yes,no
3063966,30639662,yes,no,no
3063966,30639663,yes,no,yes
3063966,30639664,yes,no,yes
3063966,30639665,yes,no,yes
3063966,30639666,yes,no,yes
3063967,30639671,no,no,yes
3063967,30639672,yes,no,yes
3063967,30639673,yes,no,yes
3063967,30639674,yes,no,yes
3063968,30639681,no,no,no
3063968,30639682,yes,yes,yes
3063968,30639683,yes,no,yes
3063969,30639691,yes,no,yes
3063969,30639692,yes,yes,yes
3063969,30639693,yes,yes,yes
3063970,30639701,no,yes,no
3063971,30639711,no,no,yes
3063971,30639712,no,no,no
3063971,30639713,yes,yes,yes
3063972,30639721,yes,yes,yes
3063973,30639731,no,no,no
3063973,30639732,yes,yes,yes
3063973,30639733,yes,no,yes
3063973,30639734,yes,no,yes
3063973,30639735,yes,no,yes
3063974,30639741,yes,no,yes
3063975,30639751,yes,no,yes
3063975,30639752,yes,no,yes
3063975,30639753,yes,no,yes
3063976,30639761,yes,no,yes
3063976,30639762,yes,no,yes
3063976,30639763,yes,yes,yes
3063977,30639771,yes,no,yes
3063977,30639772,no,no,no
3063978,30639781,no,no,no
3063978,30639782,yes,no,yes
3063979,30639791,yes,no,yes
3063979,30639792,yes,yes,yes
3063979,30639793,yes,no,yes
3063980,30639801,yes,no,yes
3063980,30639802,yes,no,yes
3063981,30639811,no,no,no
3063982,30639821,yes,yes,yes
3063982,30639822,no,no,no
3063983,30639831,no,yes,no
3063983,30639832,no,no,yes
3063984,30639841,no,no,no
3063985,30639851,no,no,no
3063985,30639852,no,no,yes
3063986,30639861,yes,no,yes
3063986,30639862,yes,no,yes
3063986,30639863,yes,no,yes
3063987,30639871,yes,no,yes
3063987,30639872,yes,no,yes
3063987,30639873,yes,yes,yes
3063988,30639881,yes,no,yes
3063989,30639891,yes,yes,yes
3063989,30639892,yes,no,yes
3063989,30639893,yes,no,yes
3063989,30639894,yes,no,yes
3063989,30639895,yes,no,yes
3063990,30639901,yes,no,yes
3063991,30639911,yes,no,yes
3063991,30639912,yes,no,yes
3063991,30639913,yes,yes,yes
3064262,30642621,yes,no,yes
3064262,30642622,yes,no,yes
3064262,30642623,yes,no,yes
3064262,30642624,no,yes,no
3064264,30642641,no,no,yes
3064264,30642642,no,no,yes
3064264,30642643,no,no,no
3064265,30642651,no,no,no
3064267,30642671,no,no,yes
3064267,30642672,no,no,no
3064267,30642673,no,no,yes
3064268,30642681,yes,no,yes
3064268,30642682,yes,no,yes
3064269,30642691,no,no,no
3064269,30642692,no,no,yes
3064269,30642693,no,no,no
3064269,30642694,no,no,yes
3064269,30642695,no,no,yes
3064270,30642701,no,,no
3064270,30642702,yes,no,yes
3064270,30642703,yes,yes,yes
3064270,30642704,yes,,yes
3064270,30642705,yes,yes,yes
3064271,30642711,no,no,no
3064272,30642721,no,yes,no
3064272,30642722,no,no,no
3064272,30642723,yes,no,yes
3064273,30642731,no,no,yes
3064273,30642732,no,no,no
3064274,30642741,no,no,no
3064274,30642742,no,no,yes
3064274,30642743,no,no,yes
3064276,30642761,no,no,no
3064276,30642762,no,no,no
3064276,30642763,yes,no,yes
3064276,30642764,yes,no,yes
3064276,30642765,yes,no,yes
3064277,30642771,no,no,no
3064277,30642772,no,yes,yes
3064277,30642773,yes,no,yes
3064277,30642774,yes,yes,yes
3064277,30642775,yes,yes,yes
3064278,30642781,yes,yes,yes
3064278,30642782,yes,no,yes
3064278,30642783,yes,yes,yes
3064278,30642784,yes,no,yes
3064278,30642785,yes,no,yes
3064280,30642801,no,yes,yes
3064280,30642802,no,no,no
3064280,30642803,yes,yes,yes
3064280,30642804,no,no,yes
3064280,30642805,yes,no,yes
3064281,30642811,no,no,no
3064281,30642812,no,no,no
3064281,30642813,no,yes,yes
3064283,30642831,no,yes,no
3064283,30642832,no,yes,no
3064283,30642833,no,no,no
3064284,30642841,no,yes,no
3064284,30642842,no,no,no
3064284,30642843,no,no,yes
3064285,30642851,yes,no,no
3064285,30642852,yes,no,no
3064286,30642861,yes,no,yes
3064286,30642862,yes,no,yes
3064286,30642863,yes,yes,yes
3064287,30642871,yes,yes,yes
3064287,30642872,yes,yes,yes
3064288,30642881,yes,no,yes
3064288,30642882,yes,no,no
3064288,30642883,yes,no,yes
3064288,30642884,yes,no,yes
3064289,30642891,no,no,yes
3064289,30642892,no,no,no
3064289,30642893,yes,no,yes
3064290,30642901,yes,no,yes
3064290,30642902,yes,no,yes
3064291,30642911,no,no,no
3064291,30642912,no,no,yes
3064291,30642913,no,no,yes
3064291,30642914,no,no,yes
3064292,30642921,no,no,no
3064292,30642922,,yes,yes
3064292,30642923,no,yes,no
3064292,30642924,no,no,yes
3064293,30642931,,no,yes
3064293,30642932,,no,yes
3064293,30642933,,no,yes
3064294,30642941,no,no,no
3064294,30642942,yes,no,yes
3064295,30642951,yes,no,yes
3064295,30642952,yes,,yes
3064296,30642961,no,no,no
3064296,30642962,no,no,no
3064297,30642971,no,no,yes
3064297,30642972,no,no,no
3064298,30642981,no,no,no
3064298,30642982,no,yes,yes
3064299,30642991,yes,no,yes
3064300,30643001,no,no,yes
3064300,30643002,no,no,no
3064301,30643011,yes,no,yes
3064301,30643012,yes,no,yes
3064301,30643013,yes,yes,yes
3064301,30643014,yes,no,yes
3064301,30643015,yes,yes,yes
3064302,30643021,no,no,no
3064302,30643022,no,yes,no
3064302,30643023,yes,yes,yes
3064303,30643031,yes,no,yes
3064303,30643032,yes,no,yes
3064303,30643033,yes,no,yes
3064303,30643034,yes,yes,yes
3064304,30643041,no,no,yes
3064305,30643051,no,yes,yes
3064305,30643052,no,no,yes
3064306,30643061,,no,yes
3064306,30643062,,no,yes
3064306,30643063,,no,yes
3064306,30643064,,no,yes
3064307,30643071,,no,yes
3064307,30643072,no,no,no
3064308,30643081,,no,yes
3064308,30643082,,no,yes
3064308,30643083,,no,yes
3064308,30643084,,no,yes
3064309,30643091,,no,yes
3064309,30643092,,no,yes
3064309,30643093,,no,no
3064310,30643101,,no,yes
3064310,30643102,,yes,yes
3064310,30643103,,no,yes
3064310,30643104,,no,yes
3064311,30643111,no,yes,no
3064311,30643112,,no,yes
3064312,30643121,no,no,no
3064312,30643122,no,no,no
3064312,30643123,no,no,yes
3064313,30643131,no,no,no
3064313,30643132,yes,no,no
3064313,30643133,no,yes,yes
3064313,30643134,yes,yes,yes
3064313,30643135,no,no,yes
3064314,30643141,no,no,no
3064314,30643142,no,no,yes
3064314,30643143,no,no,yes
3064314,30643144,no,no,yes
3064315,30643151,no,no,no
3064315,30643152,no,no,no
3064315,30643153,no,no,yes
3064316,30643161,yes,yes,yes
3064316,30643162,yes,no,yes
3064316,30643163,yes,no,yes
3064316,30643164,yes,no,yes
3064317,30643171,yes,no,yes
3064318,30643181,yes,no,yes
3064318,30643182,no,no,yes
3064318,30643183,no,no,no
3064319,30643191,no,no,no
3064319,30643192,no,no,yes
3064319,30643193,no,no,yes
3064319,30643194,no,no,yes
3064319,30643195,no,no,no
3064319,30643196,no,no,no
3064319,30643197,no,no,no
3064319,30643198,no,no,no
3064319,30643199,no,no,no
3064319,306431910,no,no,no
3064319,306431911,no,no,no
3064319,306431912,no,no,no
3064320,30643201,yes,yes,no
3064321,30643211,yes,no,yes
3064321,30643212,yes,no,yes
3064321,30643213,yes,no,yes
3064321,30643214,yes,no,yes
3064321,30643215,no,no,yes
3064322,30643221,yes,no,yes
3064322,30643222,no,no,yes
3064323,30643231,no,yes,no
3064323,30643232,yes,yes,yes
3064324,30643241,yes,yes,yes
3064324,30643242,yes,no,yes
3064324,30643243,yes,no,yes
3064324,30643244,yes,no,yes
3064325,30643251,yes,yes,yes
3064325,30643252,yes,no,yes
3064325,30643253,yes,yes,yes
3064326,30643261,yes,no,yes
3064326,30643262,yes,yes,yes
3064327,30643271,yes,no,yes
3064327,30643272,yes,no,yes
3064327,30643273,yes,no,yes
3064327,30643274,no,no,no
3064327,30643275,no,no,no
3064328,30643281,no,no,no
3064328,30643282,no,yes,no
3064328,30643283,no,no,no
3064329,30643291,no,no,no
3064329,30643292,no,no,yes
3064330,30643301,no,no,no
3064330,30643302,no,no,no
3064330,30643303,yes,no,yes
3064330,30643304,yes,no,yes
3064331,30643311,yes,,no
3064331,30643312,yes,yes,no
3064332,30643321,yes,no,yes
3064332,30643322,yes,yes,yes
3064332,30643323,yes,no,yes
3064332,30643324,no,no,yes
3064332,30643325,yes,no,yes
3064333,30643331,no,no,no
3064333,30643332,yes,no,yes
3064334,30643341,no,yes,no
3064334,30643342,yes,yes,yes
3064334,30643343,yes,yes,yes
3064334,30643344,yes,yes,yes
3064335,30643351,yes,no,yes
3064335,30643352,yes,no,yes
